candidate_id,name,experience_years,education_level,in_salary_expectation,in_preferred_seniority,in_preferred_industries,in_preferred_locations,in_true_skills,resume_skills_raw,in_quality_score
C01440,Candidate_1440,15,Bachelor,183344,Lead,"[""Consulting""]","[""Denver, CO"", ""New York, NY""]","[""Java"", ""Data Analysis"", ""R"", ""Statistics"", ""TensorFlow"", ""Project Management""]","[""Java"", ""Data Analysis"", ""R"", ""statistical analysis"", ""pytorch""]",0.533
C01441,Candidate_1441,5,PhD,133756,Senior,"[""Finance""]","[""New York, NY"", ""San Francisco, CA"", ""Chicago, IL"", ""Denver, CO""]","[""Docker"", ""Statistics"", ""Data Analysis"", ""NLP"", ""Project Management"", ""SQL""]","[""statistical analysis"", ""data analysis"", ""agile"", ""sql""]",0.761
C01442,Candidate_1442,9,Bachelor,145990,Senior,"[""Transportation"", ""Finance""]","[""Denver, CO"", ""Chicago, IL"", ""Seattle, WA"", ""Remote""]","[""Leadership"", ""Communication"", ""JavaScript"", ""Statistics"", ""TensorFlow"", ""Cloud""]","[""leadership"", ""presentation"", ""JavaScript"", ""statistics"", ""pytorch""]",0.576
C01443,Candidate_1443,3,Master,119925,Mid,"[""Consulting"", ""Retail"", ""Technology""]","[""Remote"", ""New York, NY"", ""Los Angeles, CA"", ""Austin, TX""]","[""Leadership"", ""Python"", ""SQL"", ""Project Management"", ""Tableau"", ""R""]","[""Leadership"", ""Python"", ""postgres"", ""PM"", ""data visualization"", ""R programming""]",0.684
C01444,Candidate_1444,17,Master,237990,Lead,"[""Manufacturing""]","[""Chicago, IL"", ""Boston, MA"", ""Denver, CO"", ""Seattle, WA""]","[""Python"", ""Leadership"", ""R"", ""SQL"", ""Docker""]","[""py"", ""R programming"", ""k8s""]",0.468
C01445,Candidate_1445,20,PhD,216201,Lead,"[""Healthcare"", ""Technology"", ""Education""]","[""New York, NY"", ""Los Angeles, CA"", ""Austin, TX"", ""San Francisco, CA""]","[""Communication"", ""SQL"", ""Statistics""]","[""communication"", ""PostgreSQL"", ""statistics""]",0.238
C01446,Candidate_1446,1,Bachelor,53819,Entry,"[""Finance"", ""Media""]","[""Boston, MA"", ""Remote"", ""Denver, CO"", ""Chicago, IL""]","[""NLP"", ""TensorFlow"", ""Docker"", ""Leadership""]","[""text mining"", ""TensorFlow"", ""Docker"", ""leadership""]",0.774
C01447,Candidate_1447,17,Master,196000,Lead,"[""Energy"", ""Media""]","[""San Francisco, CA"", ""Seattle, WA"", ""Denver, CO""]","[""Docker"", ""Python"", ""Tableau"", ""JavaScript"", ""TensorFlow"", ""Leadership"", ""Excel""]","[""k8s"", ""python"", ""data visualization"", ""node.js"", ""team lead"", ""excel""]",0.55
C01448,Candidate_1448,9,Associate,168770,Senior,"[""Technology""]","[""Boston, MA""]","[""Java"", ""Excel"", ""TensorFlow"", ""Cloud"", ""Python"", ""R""]","[""java"", ""spreadsheets"", ""tensorflow"", ""R programming""]",0.867
C01449,Candidate_1449,2,Master,120455,Mid,"[""Energy""]","[""New York, NY""]","[""Machine Learning"", ""Data Analysis"", ""R"", ""Cloud"", ""Communication"", ""Project Management"", ""Python""]","[""deep learning"", ""analytics"", ""presentation"", ""Python3""]",0.783
C01450,Candidate_1450,15,Master,179631,Lead,"[""Education"", ""Retail""]","[""Chicago, IL"", ""Austin, TX""]","[""Project Management"", ""Communication"", ""Docker"", ""NLP"", ""Statistics""]","[""Project Management"", ""presentation"", ""NLP"", ""Statistics""]",0.366
C01451,Candidate_1451,4,Bachelor,103221,Mid,"[""Technology"", ""Media""]","[""New York, NY"", ""Los Angeles, CA""]","[""Python"", ""Machine Learning"", ""NLP"", ""Cloud"", ""JavaScript"", ""Statistics""]","[""machine learning"", ""NLP"", ""AWS"", ""js""]",0.886
C01452,Candidate_1452,16,Associate,172163,Lead,"[""Media""]","[""Seattle, WA"", ""Remote"", ""Chicago, IL"", ""Denver, CO""]","[""Cloud"", ""JavaScript"", ""Machine Learning"", ""Data Analysis""]","[""gcp"", ""javascript"", ""Machine Learning"", ""analytics""]",0.436
C01453,Candidate_1453,1,Master,61127,Entry,"[""Transportation"", ""Technology""]","[""Los Angeles, CA""]","[""Leadership"", ""Docker"", ""Python"", ""SQL"", ""NLP"", ""Excel"", ""Tableau""]","[""Leadership"", ""k8s"", ""sql"", ""excel"", ""dataviz""]",0.803
C01454,Candidate_1454,6,Bachelor,130779,Senior,"[""Transportation""]","[""Atlanta, GA"", ""Boston, MA"", ""San Francisco, CA"", ""Denver, CO""]","[""Machine Learning"", ""SQL"", ""Docker"", ""Communication"", ""R"", ""Project Management""]","[""Machine Learning"", ""MySQL"", ""Communication"", ""R""]",0.697
C01455,Candidate_1455,11,Master,178053,Lead,"[""Healthcare""]","[""Seattle, WA""]","[""Tableau"", ""Java"", ""Python"", ""Communication"", ""Cloud"", ""JavaScript"", ""NLP""]","[""java"", ""Python3"", ""Communication"", ""AWS"", ""javascript"", ""nlp""]",0.605
C01456,Candidate_1456,0,Master,83276,Entry,"[""Manufacturing"", ""Transportation""]","[""Los Angeles, CA""]","[""Communication"", ""Tableau"", ""Machine Learning"", ""JavaScript""]","[""communication"", ""tableau"", ""machine learning"", ""node.js""]",0.71
C01457,Candidate_1457,18,Bachelor,212722,Lead,"[""Media""]","[""Denver, CO"", ""Remote""]","[""Project Management"", ""Statistics"", ""JavaScript"", ""Tableau""]","[""project management"", ""Statistics"", ""js"", ""tableau""]",0.483
C01458,Candidate_1458,10,Master,202753,Lead,"[""Media"", ""Transportation"", ""Energy""]","[""Remote"", ""New York, NY"", ""Denver, CO""]","[""Cloud"", ""Python"", ""Project Management""]","[""cloud"", ""py"", ""scrum""]",0.681
C01459,Candidate_1459,3,Master,99700,Mid,"[""Technology""]","[""Los Angeles, CA""]","[""R"", ""Java"", ""Tableau""]","[""r"", ""Java""]",0.447
C01460,Candidate_1460,4,PhD,126536,Mid,"[""Consulting""]","[""Austin, TX"", ""Boston, MA""]","[""Machine Learning"", ""SQL"", ""Data Analysis""]","[""ML"", ""PostgreSQL"", ""data analytics""]",0.745
C01461,Candidate_1461,10,Bachelor,195820,Lead,"[""Healthcare"", ""Retail""]","[""Los Angeles, CA"", ""Seattle, WA"", ""Austin, TX""]","[""TensorFlow"", ""Tableau"", ""Project Management"", ""Docker"", ""Cloud""]","[""tf"", ""Tableau"", ""Docker"", ""cloud""]",0.642
C01462,Candidate_1462,4,Master,86974,Mid,"[""Transportation"", ""Energy""]","[""New York, NY""]","[""Communication"", ""Data Analysis"", ""Python"", ""Machine Learning""]","[""presentation"", ""Python3"", ""Machine Learning""]",0.698
C01463,Candidate_1463,10,High School,218732,Lead,"[""Media""]","[""Chicago, IL""]","[""Project Management"", ""SQL"", ""Docker"", ""TensorFlow"", ""Statistics""]","[""Project Management"", ""MySQL"", ""k8s"", ""TensorFlow"", ""statistics""]",0.323
C01464,Candidate_1464,7,Master,165448,Senior,"[""Manufacturing""]","[""Seattle, WA"", ""Chicago, IL""]","[""Java"", ""JavaScript"", ""R"", ""TensorFlow"", ""Cloud""]","[""java"", ""react"", ""r"", ""tensorflow"", ""cloud""]",0.417
C01465,Candidate_1465,3,Master,121384,Mid,"[""Transportation"", ""Technology""]","[""Remote"", ""Austin, TX""]","[""Excel"", ""Data Analysis"", ""Machine Learning"", ""NLP""]","[""deep learning"", ""text mining""]",0.535
C01466,Candidate_1466,6,Master,150673,Senior,"[""Consulting""]","[""Boston, MA"", ""San Francisco, CA"", ""Austin, TX""]","[""Java"", ""Tableau"", ""NLP"", ""Docker""]","[""dataviz"", ""natural language processing"", ""Docker""]",0.504
C01467,Candidate_1467,2,Associate,112135,Mid,"[""Transportation"", ""Consulting""]","[""Boston, MA"", ""San Francisco, CA"", ""Seattle, WA""]","[""TensorFlow"", ""Cloud"", ""Machine Learning"", ""R"", ""Statistics"", ""Python"", ""JavaScript""]","[""pytorch"", ""machine learning"", ""R"", ""Statistics"", ""Python"", ""js""]",0.315
C01468,Candidate_1468,10,Associate,215460,Lead,"[""Manufacturing"", ""Consulting""]","[""Denver, CO"", ""Atlanta, GA"", ""Los Angeles, CA""]","[""Cloud"", ""Leadership"", ""Statistics"", ""Python"", ""Excel"", ""Java""]","[""AWS"", ""Leadership"", ""python"", ""spreadsheets"", ""java""]",0.599
C01469,Candidate_1469,12,Master,191785,Lead,"[""Healthcare"", ""Retail""]","[""Los Angeles, CA"", ""Chicago, IL"", ""Boston, MA""]","[""Tableau"", ""NLP"", ""Leadership"", ""SQL""]","[""data visualization"", ""natural language processing"", ""leadership"", ""SQL""]",0.446
C01470,Candidate_1470,5,High School,170357,Senior,"[""Media"", ""Healthcare"", ""Energy""]","[""New York, NY"", ""Boston, MA"", ""Denver, CO""]","[""Java"", ""Statistics"", ""TensorFlow"", ""NLP"", ""SQL"", ""JavaScript""]","[""Java"", ""statistics"", ""pytorch"", ""nlp"", ""SQL"", ""js""]",0.653
C01471,Candidate_1471,15,Bachelor,234339,Lead,"[""Healthcare"", ""Consulting"", ""Finance""]","[""Chicago, IL"", ""Atlanta, GA"", ""Los Angeles, CA"", ""San Francisco, CA""]","[""Data Analysis"", ""Communication"", ""Excel"", ""Cloud"", ""Python"", ""Machine Learning"", ""Statistics""]","[""analytics"", ""Communication"", ""Excel"", ""Cloud"", ""py"", ""AI/ML"", ""statistical analysis""]",0.605
C01472,Candidate_1472,2,Bachelor,84795,Mid,"[""Retail"", ""Healthcare""]","[""New York, NY"", ""Austin, TX""]","[""Data Analysis"", ""Communication"", ""Excel""]","[""Data Analysis"", ""presentation"", ""spreadsheets""]",0.95
C01473,Candidate_1473,4,Bachelor,115333,Mid,"[""Consulting"", ""Finance"", ""Media""]","[""New York, NY"", ""Austin, TX"", ""Los Angeles, CA""]","[""JavaScript"", ""Communication"", ""Docker"", ""Cloud"", ""Python"", ""Tableau"", ""Machine Learning""]","[""node.js"", ""Communication"", ""docker"", ""Cloud"", ""Python"", ""data visualization"", ""ML""]",0.632
C01474,Candidate_1474,6,Master,130180,Senior,"[""Transportation""]","[""Atlanta, GA"", ""Chicago, IL"", ""Remote"", ""Denver, CO""]","[""JavaScript"", ""Excel"", ""Machine Learning"", ""Statistics"", ""Data Analysis""]","[""javascript"", ""excel"", ""ML"", ""Data Analysis""]",0.396
C01475,Candidate_1475,11,Master,190433,Lead,"[""Transportation""]","[""Remote"", ""Austin, TX"", ""New York, NY""]","[""Project Management"", ""Machine Learning"", ""NLP"", ""Tableau"", ""JavaScript"", ""Docker"", ""Java""]","[""agile"", ""machine learning"", ""NLP"", ""dataviz"", ""react"", ""k8s""]",0.789
C01476,Candidate_1476,6,Master,155330,Senior,"[""Education"", ""Retail"", ""Technology""]","[""San Francisco, CA""]","[""Cloud"", ""Statistics"", ""TensorFlow"", ""JavaScript"", ""Python"", ""SQL""]","[""statistics"", ""node.js"", ""Python"", ""MySQL""]",0.748
C01477,Candidate_1477,14,Bachelor,214028,Lead,"[""Media"", ""Consulting""]","[""Los Angeles, CA"", ""Denver, CO"", ""Boston, MA""]","[""Docker"", ""JavaScript"", ""Leadership"", ""Java""]","[""kubernetes"", ""JavaScript"", ""team lead"", ""java""]",0.377
C01478,Candidate_1478,14,Bachelor,192355,Lead,"[""Manufacturing""]","[""Seattle, WA""]","[""Tableau"", ""Java"", ""TensorFlow"", ""Communication""]","[""Java"", ""tensorflow"", ""Communication""]",0.765
C01479,Candidate_1479,9,Bachelor,121223,Senior,"[""Transportation"", ""Media"", ""Retail""]","[""Denver, CO"", ""Boston, MA"", ""Seattle, WA"", ""Austin, TX""]","[""NLP"", ""Java"", ""Python"", ""JavaScript"", ""Cloud"", ""R"", ""Communication""]","[""text mining"", ""java"", ""Python"", ""react"", ""cloud"", ""R"", ""presentation""]",0.658
C01480,Candidate_1480,7,Bachelor,182973,Senior,"[""Technology"", ""Energy""]","[""Seattle, WA"", ""Boston, MA"", ""Chicago, IL"", ""San Francisco, CA""]","[""SQL"", ""Leadership"", ""Project Management"", ""NLP""]","[""Leadership"", ""scrum"", ""NLP""]",0.519
C01481,Candidate_1481,6,Master,171729,Senior,"[""Energy"", ""Transportation""]","[""Remote"", ""New York, NY"", ""Los Angeles, CA"", ""Denver, CO""]","[""Tableau"", ""Machine Learning"", ""Docker"", ""Data Analysis"", ""Java""]","[""dataviz"", ""ML"", ""kubernetes"", ""analytics"", ""java""]",0.707
C01482,Candidate_1482,4,Bachelor,126496,Mid,"[""Manufacturing""]","[""Seattle, WA"", ""Denver, CO"", ""San Francisco, CA"", ""Los Angeles, CA""]","[""NLP"", ""Excel"", ""Data Analysis"", ""Java"", ""Tableau"", ""JavaScript"", ""SQL""]","[""NLP"", ""analytics"", ""java"", ""dataviz"", ""JavaScript"", ""PostgreSQL""]",0.595
C01483,Candidate_1483,17,Master,230127,Lead,"[""Transportation""]","[""Seattle, WA"", ""San Francisco, CA"", ""Boston, MA"", ""Austin, TX""]","[""Python"", ""Data Analysis"", ""Statistics"", ""NLP"", ""TensorFlow""]","[""python"", ""data analytics"", ""natural language processing"", ""TensorFlow""]",0.573
C01484,Candidate_1484,18,Bachelor,223998,Lead,"[""Retail""]","[""Austin, TX"", ""Denver, CO"", ""San Francisco, CA"", ""Remote""]","[""Statistics"", ""Cloud"", ""Java"", ""Tableau"", ""Project Management""]","[""stats"", ""gcp"", ""java"", ""tableau"", ""scrum""]",0.867
C01485,Candidate_1485,0,Bachelor,74892,Entry,"[""Media"", ""Manufacturing"", ""Energy""]","[""Los Angeles, CA"", ""Denver, CO"", ""Chicago, IL""]","[""TensorFlow"", ""Python"", ""Project Management"", ""Docker"", ""Java"", ""Tableau"", ""Communication""]","[""tensorflow"", ""Python3"", ""project management"", ""docker"", ""dataviz""]",0.749
C01486,Candidate_1486,2,Associate,103237,Mid,"[""Education""]","[""Los Angeles, CA"", ""New York, NY"", ""San Francisco, CA"", ""Remote""]","[""Leadership"", ""Statistics"", ""JavaScript"", ""Communication""]","[""team lead"", ""stats"", ""javascript"", ""Communication""]",0.45
C01487,Candidate_1487,14,Bachelor,207486,Lead,"[""Healthcare"", ""Technology"", ""Finance""]","[""Atlanta, GA"", ""Boston, MA"", ""New York, NY"", ""Seattle, WA""]","[""Cloud"", ""Statistics"", ""Project Management"", ""Docker"", ""Tableau""]","[""AWS"", ""Statistics"", ""project management"", ""Docker"", ""tableau""]",0.714
C01488,Candidate_1488,10,Associate,206877,Lead,"[""Finance"", ""Media"", ""Consulting""]","[""New York, NY"", ""Chicago, IL""]","[""Excel"", ""Leadership"", ""Project Management"", ""SQL"", ""Machine Learning""]","[""spreadsheets"", ""Leadership"", ""scrum"", ""MySQL"", ""ML""]",0.66
C01489,Candidate_1489,5,Bachelor,168412,Senior,"[""Media"", ""Technology"", ""Transportation""]","[""Chicago, IL""]","[""Leadership"", ""Excel"", ""Java"", ""R"", ""JavaScript"", ""Project Management""]","[""leadership"", ""Excel"", ""java"", ""R programming"", ""javascript"", ""agile""]",0.933
C01490,Candidate_1490,9,Master,155497,Senior,"[""Healthcare"", ""Manufacturing"", ""Consulting""]","[""Los Angeles, CA""]","[""Machine Learning"", ""SQL"", ""NLP"", ""Tableau"", ""Excel"", ""JavaScript"", ""TensorFlow""]","[""machine learning"", ""MySQL"", ""nlp"", ""data visualization"", ""spreadsheets"", ""react"", ""tensorflow""]",0.419
C01491,Candidate_1491,11,Bachelor,198763,Lead,"[""Manufacturing""]","[""Remote"", ""Chicago, IL"", ""Los Angeles, CA"", ""New York, NY""]","[""NLP"", ""Communication"", ""Cloud"", ""R""]","[""NLP"", ""azure"", ""r""]",0.636
C01492,Candidate_1492,9,Bachelor,137065,Senior,"[""Technology""]","[""Denver, CO"", ""Los Angeles, CA"", ""Boston, MA"", ""Austin, TX""]","[""Docker"", ""Project Management"", ""Tableau"", ""NLP""]","[""docker"", ""nlp""]",0.555
C01493,Candidate_1493,9,Associate,136272,Senior,"[""Education""]","[""Boston, MA"", ""San Francisco, CA"", ""Denver, CO"", ""Seattle, WA""]","[""Statistics"", ""Docker"", ""Cloud"", ""Leadership"", ""NLP"", ""Communication"", ""Java""]","[""Statistics"", ""kubernetes"", ""Cloud"", ""team lead"", ""nlp"", ""Communication"", ""java""]",0.612
C01494,Candidate_1494,13,Bachelor,178228,Lead,"[""Manufacturing"", ""Education"", ""Transportation""]","[""Austin, TX"", ""Chicago, IL""]","[""NLP"", ""Excel"", ""Java"", ""Data Analysis"", ""Project Management"", ""Docker""]","[""NLP"", ""java"", ""analytics"", ""scrum"", ""kubernetes""]",0.704
C01495,Candidate_1495,3,Bachelor,99362,Mid,"[""Retail"", ""Media""]","[""Seattle, WA""]","[""Java"", ""Statistics"", ""TensorFlow"", ""R"", ""Leadership"", ""Python""]","[""java"", ""stats"", ""pytorch"", ""R"", ""people management""]",0.554
C01496,Candidate_1496,2,Master,113377,Mid,"[""Consulting"", ""Energy"", ""Retail""]","[""Atlanta, GA""]","[""TensorFlow"", ""Java"", ""Machine Learning"", ""Data Analysis"", ""Communication"", ""Excel"", ""Leadership""]","[""java"", ""Machine Learning"", ""Data Analysis"", ""presentation"", ""excel"", ""people management""]",0.674
C01497,Candidate_1497,20,High School,172316,Lead,"[""Healthcare"", ""Transportation""]","[""New York, NY""]","[""R"", ""Project Management"", ""JavaScript"", ""Tableau"", ""Leadership"", ""Statistics"", ""Docker""]","[""r"", ""agile"", ""react"", ""Tableau"", ""Leadership"", ""stats"", ""docker""]",0.467
C01498,Candidate_1498,19,Bachelor,155936,Lead,"[""Energy""]","[""San Francisco, CA"", ""Austin, TX"", ""Los Angeles, CA""]","[""NLP"", ""Statistics"", ""Docker"", ""TensorFlow""]","[""natural language processing"", ""statistical analysis""]",0.462
C01499,Candidate_1499,12,Bachelor,216076,Lead,"[""Healthcare"", ""Manufacturing""]","[""Los Angeles, CA"", ""San Francisco, CA"", ""Denver, CO"", ""Atlanta, GA""]","[""Docker"", ""Communication"", ""R"", ""SQL"", ""Statistics""]","[""k8s"", ""communication"", ""R programming"", ""postgres"", ""Statistics""]",0.839
C01500,Candidate_1500,11,Master,182277,Lead,"[""Energy"", ""Media"", ""Retail""]","[""Chicago, IL""]","[""Machine Learning"", ""NLP"", ""Excel"", ""Project Management"", ""Communication"", ""Statistics""]","[""nlp"", ""excel"", ""scrum"", ""communication"", ""stats""]",0.526
C01501,Candidate_1501,5,Master,130479,Senior,"[""Finance"", ""Transportation"", ""Retail""]","[""Remote"", ""Atlanta, GA""]","[""Java"", ""TensorFlow"", ""NLP"", ""Project Management"", ""Python"", ""Data Analysis""]","[""java"", ""pytorch"", ""text mining"", ""PM"", ""python""]",0.648
C01502,Candidate_1502,14,Master,194815,Lead,"[""Manufacturing""]","[""Seattle, WA"", ""Atlanta, GA""]","[""Cloud"", ""JavaScript"", ""Java"", ""TensorFlow"", ""Communication""]","[""js"", ""Java"", ""tf"", ""presentation""]",0.777
C01503,Candidate_1503,18,Master,208715,Lead,"[""Retail"", ""Media""]","[""Boston, MA""]","[""Docker"", ""Statistics"", ""Data Analysis"", ""Excel"", ""NLP"", ""Python"", ""R""]","[""kubernetes"", ""Statistics"", ""Data Analysis"", ""excel"", ""natural language processing"", ""Python3"", ""R programming""]",0.731
C01504,Candidate_1504,6,Master,148794,Senior,"[""Technology"", ""Finance""]","[""Austin, TX""]","[""Python"", ""Docker"", ""TensorFlow"", ""Leadership"", ""R"", ""Excel"", ""JavaScript""]","[""Python"", ""Docker"", ""tensorflow"", ""people management"", ""R programming"", ""excel"", ""js""]",0.596
C01505,Candidate_1505,5,PhD,147616,Senior,"[""Media"", ""Technology"", ""Manufacturing""]","[""Austin, TX"", ""Remote""]","[""Data Analysis"", ""Project Management"", ""JavaScript""]","[""Project Management"", ""JavaScript""]",0.749
C01506,Candidate_1506,1,Bachelor,63873,Entry,"[""Healthcare"", ""Retail""]","[""Denver, CO""]","[""JavaScript"", ""Project Management"", ""Python"", ""Tableau"", ""Data Analysis"", ""TensorFlow"", ""Statistics""]","[""javascript"", ""PM"", ""tableau"", ""analytics"", ""pytorch"", ""statistics""]",0.919
C01507,Candidate_1507,13,Master,191412,Lead,"[""Technology""]","[""San Francisco, CA"", ""New York, NY"", ""Atlanta, GA""]","[""Statistics"", ""JavaScript"", ""NLP"", ""Excel"", ""Project Management""]","[""statistical analysis"", ""JavaScript"", ""nlp"", ""excel"", ""project management""]",0.414
C01508,Candidate_1508,17,Associate,195246,Lead,"[""Manufacturing""]","[""Boston, MA"", ""Denver, CO"", ""San Francisco, CA"", ""Remote""]","[""TensorFlow"", ""Communication"", ""JavaScript""]","[""communication"", ""react""]",0.522
C01509,Candidate_1509,2,Master,114020,Mid,"[""Technology"", ""Manufacturing"", ""Retail""]","[""Los Angeles, CA""]","[""Excel"", ""NLP"", ""Statistics"", ""Cloud"", ""Tableau""]","[""Excel"", ""nlp"", ""Statistics"", ""AWS"", ""tableau""]",0.617
